has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,url_length,host_length,num_dots_host,has_at_sign,has_dash_host,path_length,is_https,is_shortener,URL,label
1,1,1,1,1,1,0,0,1,0,0,10,5,11,0,8,0,0,16,0,13,6,0,0,0,434,3,16,11,156,0,0,1,1,0,0,3,0,0,1,0,31,0,23,14,2,0,0,1,1,0,https://www.google.com/,1
1,1,1,1,0,1,0,0,0,0,0,1,1,3,0,2,0,0,3,0,56,15,1,0,0,76,0,3,3,25,0,0,0,0,0,1,14,0,0,0,0,1,0,37,25,2,0,1,4,1,0,https://blocfk-filogin.gitbook.io/us/,1
1,0,0,1,0,1,0,0,0,0,0,0,0,12,0,20,0,0,28,40,11,58,1,1,1,9260,0,32,12,160,0,1,0,0,1,0,10,1,0,0,0,3,0,38,29,2,0,1,1,1,0,https://booking-com-ab7c31.webflow.io/,1
1,0,0,1,0,1,0,0,0,0,0,0,0,12,0,20,0,0,28,40,11,58,1,1,1,9260,0,32,12,160,0,1,0,0,1,0,10,1,0,0,0,3,0,38,29,2,0,1,1,1,0,https://booking-com-ab7c31.webflow.io/,1
0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30,0,0,0,0,74,1,0,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,48,32,2,0,1,8,1,0,https://link-1762690952.allvaluelink.com/Mybtmil,1
1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,5,4,0,1,0,129,0,1,2,21,0,0,0,0,0,0,13,0,0,0,0,1,0,37,28,2,0,0,1,1,0,https://iubjgxqqzmyh.myfunnelish.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,21,1,0,0,96,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,30,21,1,0,1,1,1,0,https://peageimpaye-vinci.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,21,1,0,0,96,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,36,21,1,0,1,7,1,0,https://peageimpaye-vinci.com/as.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,25,1,0,0,104,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,34,25,1,0,1,1,1,0,https://vincipeages-impaye-fr.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,25,1,0,0,104,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,40,25,1,0,1,7,1,0,https://vincipeages-impaye-fr.com/as.php,1
1,1,1,1,1,1,0,0,1,0,0,10,5,11,0,8,0,0,16,0,13,6,0,0,0,434,3,16,11,156,0,0,1,1,0,0,3,0,0,1,0,31,0,23,14,2,0,0,1,1,0,https://www.google.com/,1
1,1,1,1,1,1,0,0,1,0,0,10,5,11,0,8,0,0,16,0,13,6,0,0,0,434,3,16,11,156,0,0,1,1,0,0,3,0,0,1,0,31,0,23,14,2,0,0,1,1,0,https://www.google.com/,1
1,1,1,1,1,1,0,0,1,0,0,10,8,11,0,9,0,0,16,0,14,6,0,0,0,450,5,16,11,168,0,0,1,1,0,0,3,0,0,1,0,37,0,23,14,2,0,0,1,1,0,https://www.google.com/,1
1,0,1,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,4,0,1,32,0,0,0,176,1,4,3,12,0,0,0,0,0,0,2,0,0,0,0,2,0,40,31,2,0,1,1,1,0,https://center-exodus-backup.vercel.app/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,4,0,0,0,17,0,1,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,59,21,2,0,1,30,1,0,https://share-eu1.hsforms.com/1MZtFhNbdRq2o5Z9XQABzTA2fnqn4,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,4,0,0,0,17,0,1,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,59,21,2,0,1,30,1,0,https://share-eu1.hsforms.com/1bYxgzGzQRDq_NgrNaCZbfg2fnm8u,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,1,0,0,18,1,0,https://mailchimp.com/about/mcsv-static,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,1,0,0,18,1,0,https://mailchimp.com/about/mcsv-static,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,120,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,1,0,46,12,1,0,0,26,1,0,https://mysaiban.com/cgi-sys/suspendedpage.cgi,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,29,1,0,1,267,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,21,2,0,1,1,1,0,https://www3-vpass.sffwjd.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,29,1,0,1,267,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,32,23,2,0,1,1,1,0,https://www3-vpass.bainuohb.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,29,1,0,1,267,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,32,23,2,0,1,1,1,0,https://www3-vpass.rongecds.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,29,1,0,1,267,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,21,2,0,1,1,1,0,https://www3-vpass.xhtxrj.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,1,29,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,38,29,2,0,1,1,1,0,https://domain-united-de.blogspot.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,18,1,0,0,90,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,27,18,1,0,1,1,1,0,https://peage-fr-vinci.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,18,1,0,0,90,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,33,18,1,0,1,7,1,0,https://peage-fr-vinci.com/as.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,22,1,0,0,98,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,31,22,1,0,1,1,1,0,https://peage-fr-reglement.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,22,1,0,0,98,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,37,22,1,0,1,7,1,0,https://peage-fr-reglement.com/as.php,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,0,0,22,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,43,18,1,0,1,13,1,0,https://badge-peage-fr.com:443/login_up.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,13,1,0,0,80,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,22,13,1,0,1,1,1,0,https://my-trajet.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,1,0,0,87,0,0,0,8,0,0,0,0,1,0,2,0,0,0,0,0,0,26,17,2,0,1,1,1,0,https://www.my-trajet.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,10,1,0,0,74,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,19,10,1,0,0,1,1,0,https://eradys.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,10,1,0,0,74,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,23,14,2,0,0,1,1,0,https://www.eradys.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,16,1,0,0,86,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,25,16,1,0,0,1,1,0,https://ulysconnecte.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,16,1,0,0,86,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,29,20,2,0,0,1,1,0,https://www.ulysconnecte.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,0,0,22,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,43,18,1,0,1,13,1,0,https://solde-bouygues.com:443/login_up.php,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,0,0,22,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,47,22,2,0,1,13,1,0,https://www.solde-bouygues.com:443/login_up.php,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,0,0,0,128,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,175,15,2,0,0,108,1,0,https://docs.google.com/presentation/d/e/2PACX-1vQxIvB3lUytkP9pJKRnHpYy_45abM4jQ3HT3Ghsuu2scQPvG-bYqFKMssi7qA1m0v9dFh5E6c6DY0za/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,0,0,0,128,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,131,15,2,0,0,108,1,0,https://docs.google.com/presentation/d/e/2PACX-1vQxIvB3lUytkP9pJKRnHpYy_45abM4jQ3HT3Ghsuu2scQPvG-bYqFKMssi7qA1m0v9dFh5E6c6DY0za/pub,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,4,0,50,1,1,0,2052,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,41,32,2,0,1,1,1,0,https://name-trezor-help-dvoy.vercel.app/,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,4,0,50,1,1,0,2052,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,41,32,2,0,1,1,1,0,https://name-trezor-help-dvoy.vercel.app/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,185,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,39,30,2,0,0,1,1,0,https://pichincha2025b.webcindario.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,94,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,1,0,103,20,2,0,0,75,1,0,https://forms.zohopublic.com/gcroff1/form/EmailID/formperma/dAwaGfRZKStTSV3VZg6h3aT1ypLCl4wcYpyvxjLsPyQ,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,30,2,0,0,1,1,0,https://networksolvtions.codeberg.page/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,0,0,55,3,1,0,0,0,0,1124,0,56,0,10,0,0,0,0,0,0,1,0,0,0,0,3,0,144,11,1,0,0,27,1,0,https://twitter.com/safety/unsafe_link_warning?unsafe_link=https://watleyrealestate.com/wp-includes/assets/RR/s-bank/ragkki/auth-login/index.php,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,0,0,55,3,1,0,0,0,0,1116,0,56,0,10,0,0,0,0,0,0,1,0,0,0,0,3,0,136,11,1,0,0,27,1,0,https://twitter.com/safety/unsafe_link_warning?unsafe_link=https://watleyrealestate.com/wp-admin/css/colors/bb/danske/pankki/auth-login/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,0,0,55,3,1,0,0,0,0,1104,0,56,0,10,0,0,0,0,0,0,1,0,0,0,0,3,0,124,11,1,0,0,27,1,0,https://twitter.com/safety/unsafe_link_warning?unsafe_link=https://olr.qhs.mybluehost.me/ServiceCLient/Area/internationaldhl,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,175,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,55,21,3,0,0,26,1,0,https://olr.qhs.mybluehost.me/cgi-sys/suspendedpage.cgi,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,0,0,0,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,4,1,0,0,11,1,1,https://t.co/XcHpSW2xNt,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,0,0,55,3,1,0,0,0,0,1098,0,56,0,10,0,0,0,0,0,0,1,0,0,0,0,3,0,118,11,1,0,0,27,1,0,https://twitter.com/safety/unsafe_link_warning?unsafe_link=https://bssspwsp.wpdevcloud.com/ssp/ssp/ssp/primer-paso.php,1
1,1,1,1,1,1,1,0,1,0,0,4,2,2,38,10,0,0,50,1,7,13,0,0,0,1247,2,50,2,68,0,0,1,0,0,1,4,0,0,0,0,0,0,95,74,3,0,0,13,1,0,https://bafybeihhitjb3lpvuqsyfsry67fej6ahwdkqcrtzywaw4jpvru5srwotuq.ipfs.dweb.link/cPweb30.html,1
1,1,1,1,1,1,1,0,1,0,0,4,3,2,39,10,0,0,51,0,1,13,0,0,0,1204,3,51,2,76,0,0,1,0,1,1,4,0,0,0,0,1,0,83,74,3,0,0,1,1,0,https://bafkreids5ft2nrtk5ujl5tatr3qxetvf7t6fh2vfee63a4ygkewy2ek7pa.ipfs.dweb.link/,1
1,1,0,1,1,1,1,0,1,0,0,4,0,1,0,0,0,2,1,2,9,29,0,1,0,218,0,1,1,15,0,0,1,0,0,0,1,0,0,0,0,3,1,83,74,3,0,0,1,1,0,https://bafybeib7qftc7bgvhkdew2purmpqalnn2knkwefxjdgeuskqd5spht4jym.ipfs.dweb.link/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62,43,2,0,1,11,1,0,https://pub-f071f129da9b4921a7cbba2a72d16819.r2.dev/index.html,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,77,3,0,0,1,1,0,https://k51qzi5uqu5dgjngusbscza0jnzwdcaylhdqwute0pyrfh9505ad7vn8gua1pl.ipns.dweb.link/,1
1,0,1,1,0,1,0,0,0,0,0,0,3,9,0,0,0,0,24,7,17,56,0,0,1,1872,1,24,9,92,0,0,0,0,0,0,3,1,0,0,0,4,0,51,11,1,0,0,32,1,1,https://tinyurl.com/app/nospam/tinyurl.com/yc7cya88,1
1,0,1,1,0,1,0,0,0,0,0,0,3,9,0,0,0,0,24,7,17,56,0,0,1,1872,1,24,9,92,0,0,0,0,0,0,3,1,0,0,0,4,0,51,11,1,0,0,32,1,1,https://tinyurl.com/app/nospam/tinyurl.com/2s3syv7b,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,6,1,4,29,0,1,0,465,0,6,0,12,0,0,0,0,1,0,5,1,0,0,0,4,0,22,7,1,0,0,7,1,0,https://qrco.de/bgRb0k,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,6,1,4,29,0,1,0,465,0,6,0,12,0,0,0,0,1,0,5,1,0,0,0,4,0,21,6,1,0,1,7,1,0,https://q-r.to/bgRb0k,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,6,1,4,29,0,1,0,465,0,6,0,12,0,0,0,0,1,0,5,1,0,0,0,4,0,23,8,2,0,0,7,1,0,https://l.ead.me/bgRb0k,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,14,2,0,0,72,1,0,https://0.gravatar.com/avatar/952933abc179482d29cb7d535bfe46bf8062af0e35ad7503b780706b0e93a32c,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,14,2,0,0,72,1,0,https://0.gravatar.com/avatar/952933abc179482d29cb7d535bfe46bf8062af0e35ad7503b780706b0e93a32c?s=96&amp;d=identicon&amp;r=G,1
1,1,1,1,1,1,1,0,0,0,0,16,10,11,0,42,0,0,365,22,55,76,1,1,1,14448,9,366,11,920,0,0,1,0,0,1,18,0,0,0,0,426,0,189,18,1,0,0,1,1,0,https://atlantianpress.com/?gad_source=1&amp%3Bgad_campaignid=23182792784&amp%3Bgbraid=0AAAABB2801gsBApqSaLr8nxJ2XMVaL7YN&amp%3Bgclid=EAIaIQobChMImbTLuf7nkAMVUk1HAR3rhy1kEAAYASAAEgK06fD_BwE,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,185,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,41,32,2,0,0,1,1,0,https://produbnkasistent.webcindario.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,4,0,0,0,17,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,60,28,3,0,1,24,1,0,https://2flefh.share-eu1.hsforms.com/2uJsOqYQzQSmhHeWC0YdP9g,1
1,1,0,1,0,1,0,0,1,0,0,11,0,1,0,3,0,0,1,1,13,4,0,0,0,43,0,1,1,5,0,0,1,0,0,0,8,0,0,0,0,0,0,40,16,2,0,0,16,1,0,https://form.jotform.com/253114372085048,1
1,1,0,1,0,1,0,0,1,0,0,11,0,1,0,4,0,0,1,1,13,4,0,0,0,43,0,1,1,5,0,0,1,0,0,0,8,0,0,0,0,1,0,40,16,2,0,0,16,1,0,https://form.jotform.com/253074443398059,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,8,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,32,11,1,0,0,13,1,0,https://linqapp.com/broadandmail,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,22,1,0,0,98,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,31,22,1,0,1,1,1,0,https://vinci-fr-reglement.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,22,1,0,0,98,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,40,22,1,0,1,10,1,0,https://vinci-fr-reglement.com/index.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,22,1,0,0,98,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,37,22,1,0,1,7,1,0,https://vinci-fr-reglement.com/as.php,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,185,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,38,29,2,0,0,1,1,0,https://pichinchaapro.webcindario.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,185,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,38,29,2,0,0,1,1,0,https://pichincha2025.webcindario.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,185,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,40,31,2,0,0,1,1,0,https://avanzapichincha.webcindario.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,185,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,39,30,2,0,0,1,1,0,https://credipichincha.webcindario.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,185,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,196,32,2,0,0,1,1,0,https://servipichincha01.webcindario.com/?fbclid=IwY2xjawNzHotleHRuA2FlbQIxMABicmlkETFNb0FGQVZXV202MGlQQjNXAR7Wx_11bLhVi_SfQWqNdGWaYBZtZGMPotvW2tgsvVWPiXc_kpQ2nEP_2tAtJw_aem_FNjC4ob5fZh3FeuWACf48g,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,185,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,39,30,2,0,0,1,1,0,https://cred1pichincha.webcindario.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,185,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,41,32,2,0,0,1,1,0,https://produbancoactiva.webcindario.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,51,0,0,0,142,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,175,15,2,0,0,108,1,0,https://docs.google.com/presentation/d/e/2PACX-1vSTlfAf-QSiwnK-LHGTA6liH36uEKV4H95J4dLDoSRLUD2I5eqWaupHW3WCCXK0zpKWeVvz8mvATRLH/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,51,0,0,0,142,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,167,15,2,0,0,108,1,0,https://docs.google.com/presentation/d/e/2PACX-1vSTlfAf-QSiwnK-LHGTA6liH36uEKV4H95J4dLDoSRLUD2I5eqWaupHW3WCCXK0zpKWeVvz8mvATRLH/pub?start=false&loop=false&delayms=3000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,18,1,0,0,90,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,27,18,1,0,1,1,1,0,https://fr-vinci-peage.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,18,1,0,0,90,0,1,0,7,0,0,0,0,1,0,2,0,0,0,0,0,0,33,18,1,0,1,7,1,0,https://fr-vinci-peage.com/as.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,11,0,1,0,506,0,4,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,44,20,2,0,1,16,1,0,https://www.mac-solutions.it/privacy-policy/,1
