has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,url_length,host_length,num_dots_host,has_at_sign,has_dash_host,path_length,is_https,is_shortener,URL,label
1,1,1,1,1,1,0,1,0,0,0,2,19,1,4,35,0,0,20,9,9,61,1,1,1,3528,19,20,1,149,0,1,0,0,0,0,21,0,0,0,0,64,0,30,15,2,0,0,7,1,0,https://www.netflix.com/my-en/,0
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14,0,41,7,0,0,0,154,0,14,0,291,0,0,0,0,1,1,6,0,0,0,0,1,0,41,15,2,0,0,1,1,0,https://www.youtube.com/?feature=youtu.be,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88,9,0,0,0,70,0,1,0,5,0,0,0,0,0,0,35,0,0,0,0,0,0,26,17,2,0,0,1,1,0,https://www.pinterest.com/,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,9,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,1,0,23,14,2,0,0,1,1,0,https://www.icloud.com/,0
1,1,1,1,1,1,0,0,1,0,0,8,1,10,0,5,0,0,16,0,13,6,0,0,0,321,1,16,10,147,0,0,1,1,0,0,3,0,0,1,0,24,0,23,14,2,0,0,1,1,0,https://www.google.com/,0
1,1,1,1,0,1,0,0,0,0,0,1,8,12,0,44,0,0,40,5,149,83,0,1,1,1026,4,40,12,187,0,1,1,0,0,0,15,0,0,0,0,16,0,32,18,2,0,0,1,1,0,https://malaysia.yahoo.com/?p=us,0
1,1,1,1,0,1,0,0,0,0,0,1,15,2,0,137,0,0,111,5,6,93,0,1,0,12388,10,113,2,36,0,1,1,0,0,0,5,1,0,0,0,13,0,94,17,2,0,0,45,1,0,https://www.microsoft.com/en-my/microsoft-365/sharepoint/collaboration?ms.officeurl=sharepoint,0
1,1,1,1,0,1,0,0,0,0,0,1,29,14,11,138,0,0,131,33,18,52,1,1,0,5984,22,132,14,85,2,1,1,0,0,0,18,1,0,0,0,29,0,35,20,2,0,0,7,1,0,https://dotnet.microsoft.com/en-us/,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15,6,1,0,0,1,1,0,https://nic.ru/,0
1,0,1,1,0,1,0,0,0,0,0,0,7,6,0,4,0,0,17,9,5,63,0,0,0,1389,7,17,6,15,0,0,0,0,0,0,15,1,0,0,0,0,0,20,11,2,0,0,1,1,0,https://www.ntp.org/,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,6,0,0,0,6,0,0,0,8,0,1,0,0,0,0,46,0,0,0,0,0,0,23,14,2,0,0,1,1,0,https://www.roblox.com/,0
1,1,1,1,1,1,0,0,0,0,1,2,12,38,0,0,0,0,8,21,6,52,1,1,0,1207,10,8,38,49,0,1,1,0,0,1,17,0,0,1,9,18,0,40,14,2,0,0,5,1,0,https://teams.live.com/free?source=skype,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,25,11,2,0,0,6,1,0,https://www.msn.com/en-my,0
0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,6,3,10,0,1,0,0,493,1,6,1,10,0,0,1,0,0,0,11,0,0,0,0,3,0,14,5,1,0,0,1,1,0,https://x.com/,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,0,0,20,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,25,16,2,0,0,1,1,0,https://open.spotify.com/,0
1,1,1,1,1,1,0,1,0,0,0,2,10,8,0,123,0,0,148,70,7,77,1,1,1,15454,5,148,8,220,0,1,1,0,0,1,23,1,0,0,0,26,0,27,13,2,0,0,6,1,0,https://www.gandi.net/en-US,0
1,0,1,1,0,1,0,0,0,0,1,0,93,44,0,260,0,0,331,45,96,31,1,1,1,11672,65,331,44,752,1,1,0,0,1,0,36,1,0,1,33,565,0,18,9,1,0,0,1,1,0,https://vimeo.com/,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,22,0,0,0,22,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,30,14,2,0,0,8,1,0,https://www.tiktok.com/explore,0
1,1,1,1,0,1,0,0,1,0,0,19,5,77,0,111,0,0,190,58,23,59,1,1,1,9641,2,191,77,359,6,1,1,0,0,0,22,1,0,1,3,34,0,18,9,1,0,0,1,1,0,https://bitly.com/,0
1,1,1,1,0,1,0,0,0,0,0,1,1,16,0,20,0,0,122,1,13,3,0,0,0,1380,1,128,16,210,0,0,0,0,1,1,13,0,0,0,0,69,0,19,10,2,0,0,1,1,0,https://www.qq.com/,0
1,1,1,1,0,1,0,0,1,0,0,9,45,92,0,424,0,0,379,51,17,30,1,0,1,25005,24,381,92,828,0,1,0,0,0,0,27,1,0,0,0,528,0,20,12,2,0,0,0,1,0,https://www.zoom.com,0
1,1,0,1,0,1,0,0,1,0,0,7,0,36,18,53,0,0,77,7,7,50,1,1,1,3528,0,77,36,179,0,1,1,0,1,0,18,0,0,1,20,74,0,22,13,2,0,0,1,1,0,https://www.opera.com/,0
1,0,1,1,0,1,0,0,0,0,0,0,13,10,11,115,0,0,70,24,10,64,1,1,1,4904,9,71,10,127,0,1,0,0,1,0,16,1,0,1,10,19,0,53,28,2,0,0,17,1,0,https://marketingplatform.google.com/about/analytics/,0
1,1,1,1,1,1,0,0,1,0,0,5,6,1,0,0,0,0,9,0,48,34,1,1,0,341,0,9,1,64,0,0,1,0,0,1,21,0,0,0,0,8,0,48,5,1,0,0,1,1,0,https://ya.ru/?nr=1&redirect_ts=1765555567.00000,0
1,1,1,1,1,1,0,0,1,0,0,15,1,30,0,16,0,0,59,15,32,9,0,0,0,255217,1,61,30,136,0,0,1,1,0,1,6,0,0,0,0,56,0,22,13,2,0,0,1,1,0,https://www.baidu.com/,0
1,1,1,1,1,1,0,0,1,0,0,107,68,188,3,92,0,0,301,64,25,52,1,1,0,7127,59,305,188,498,1,1,1,0,1,1,31,1,0,1,3,156,0,27,15,2,0,0,4,1,0,https://www.samsung.com/my/,0
1,1,1,1,0,1,0,0,0,0,0,1,15,2,0,137,0,0,111,5,6,93,0,1,0,12388,10,113,2,36,0,1,1,0,0,0,5,1,0,0,0,13,0,65,17,2,0,0,20,1,0,https://www.microsoft.com/en-my/microsoft-365?ms.url=office365com,0
1,1,1,1,1,1,0,0,1,0,0,2,6,27,23,122,0,0,154,15,23,56,1,1,1,4921,6,154,27,327,0,1,1,0,0,0,36,1,0,1,32,74,0,22,13,1,0,0,1,1,0,https://wordpress.com/,0
1,0,1,0,0,1,0,0,0,0,0,0,6,0,0,48,0,0,42,18,2,67,1,1,0,6216,6,42,0,50,0,0,0,0,0,0,13,1,0,0,0,29,0,28,15,3,0,0,5,1,0,https://one.one.one.one/dns/,0
1,1,0,1,0,1,0,0,0,0,0,1,0,5,0,21,0,10,47,7,0,5,1,1,0,1542,0,51,5,8,0,0,0,0,0,0,2,1,0,0,0,1,4,18,9,1,0,0,1,1,0,https://nginx.org/,0
1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,6,1,0,14,0,0,0,598,0,6,3,18,0,1,0,0,0,0,8,0,0,1,0,0,0,23,14,1,0,0,1,1,0,https://domains.google/,0
1,1,1,1,0,1,0,0,1,0,0,4,23,18,0,157,0,0,139,16,14,83,1,1,1,5715,14,140,18,145,0,1,1,0,0,0,30,1,0,1,13,47,0,40,17,2,0,0,15,1,0,https://www.microsoft.com/en-my/windows/,0
1,1,1,1,0,1,0,0,0,0,0,2,28,3,0,197,0,0,221,21,53,10,1,1,1,7164,20,223,3,281,0,0,0,0,0,1,14,1,0,0,0,21,0,33,10,2,0,0,15,1,0,https://www.f5.com/products/nginx,0
1,0,1,1,0,1,0,0,0,0,0,0,6,6,7,80,0,0,128,2,125,61,1,1,1,6072,1,128,6,626,0,1,0,0,0,0,17,1,0,0,0,148,0,18,9,1,0,0,1,1,0,https://unity.com/,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,0,0,0,79,0,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,15,6,1,0,0,1,1,0,https://ui.com/,0
1,1,1,1,1,1,0,1,1,0,0,4,8,21,361,84,0,0,89,44,11,46,1,1,1,11360,8,89,21,175,0,1,1,0,0,0,22,1,0,1,14,56,0,30,15,2,0,0,7,1,0,https://www.mozilla.org/en-US/,0
1,0,0,1,0,1,0,0,0,0,0,0,0,42,61,16,0,0,16,7,2,56,0,1,1,2746,0,16,42,25,0,1,0,0,0,0,25,0,0,0,0,2,0,37,15,2,0,0,7,1,0,https://www.blogger.com/about/?bpli=1,0
1,0,0,1,0,1,0,0,0,0,1,0,0,11,0,45,0,0,61,1,3,18,0,0,1,1971,0,62,11,91,0,0,0,0,0,0,10,0,0,1,9,0,0,21,12,1,0,0,1,1,0,https://telegram.org/,0
1,1,1,1,1,1,0,1,1,0,0,4,35,138,19,116,0,0,136,40,53,69,1,1,1,11584,17,136,138,615,4,1,1,0,0,0,22,1,0,1,56,89,0,26,9,1,0,0,9,1,0,https://sentry.io/welcome/,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,28,0,0,27,0,11,35,0,1,0,392,0,28,1,10,0,0,0,0,0,0,20,0,0,1,1,52,0,68,24,2,0,1,16,1,0,https://european-union.europa.eu/select-language?destination=/node/1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,13,0,0,0,13,0,0,1,8,0,0,0,0,0,0,7,0,0,0,0,0,0,15,6,1,0,0,1,1,0,https://vk.com/,0
1,1,1,1,1,1,0,0,0,0,0,3,12,52,11,177,0,0,218,3,33,58,1,1,0,17491,12,230,52,634,0,1,1,0,1,1,23,0,0,0,0,340,0,23,14,2,0,0,1,1,0,https://www.criteo.com/,0
1,1,1,0,0,1,0,0,0,0,0,1,2,0,42,55,0,0,44,0,12,30,0,0,0,1242,0,44,0,25,0,0,0,0,0,1,21,1,0,0,0,27,0,29,16,2,0,0,1,1,0,https://www.snapchat.com:443/,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,13,0,0,0,13,0,0,1,8,0,0,0,0,0,0,7,0,0,0,0,0,0,15,6,1,0,0,1,1,0,https://vk.com/,0
1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,1,1,17,0,0,0,190,1,3,0,3,0,1,1,0,0,1,2,0,0,0,0,5,0,19,10,1,0,0,1,1,0,https://dns.google/,0
1,0,1,1,0,1,0,0,0,0,0,0,1,46,0,105,0,0,163,22,24,71,1,1,1,4121,1,165,46,128,0,1,0,0,0,0,8,0,0,0,0,17,0,19,10,1,0,0,1,1,0,https://apache.org/,0
1,0,0,1,0,1,0,0,0,0,0,0,0,13,0,51,0,0,37,33,4,139,1,1,0,3976,0,37,13,14,0,1,0,0,0,0,13,0,0,0,0,20,0,25,16,2,0,0,1,1,0,https://pages.github.com/,0
1,1,1,1,1,1,0,0,1,0,0,8,3,36,0,48,0,0,140,140,14,57,1,1,1,10389,1,146,36,307,0,0,1,0,1,1,30,0,0,0,0,112,0,23,11,2,0,0,4,1,0,https://www.one.com/en/,0
1,1,1,1,1,1,0,0,1,0,0,2,3,3,0,27,0,0,30,0,27,54,0,0,0,953,1,30,3,91,0,1,1,0,0,0,5,1,0,0,0,3,0,23,14,2,0,0,1,1,0,https://www.adriver.ru/,0
1,1,1,1,0,1,0,0,0,0,1,2,3,19,0,35,0,0,39,14,10,53,1,1,1,4133,0,39,19,108,0,1,0,0,0,0,4,1,0,0,4,32,0,21,12,1,0,0,1,1,0,https://gravatar.com/,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,7,0,0,0,35,0,0,1,15,0,0,0,0,0,0,30,0,0,0,0,0,0,32,16,2,0,0,8,1,0,https://outlook.live.com/mail/0/,0
1,0,1,1,0,1,0,0,0,0,0,0,10,76,0,185,0,0,135,17,25,11,1,1,1,5191,7,135,76,467,0,1,0,0,0,0,15,1,0,1,20,218,0,24,15,2,0,0,1,1,0,https://www.dropbox.com/,0
1,1,1,1,0,1,0,0,0,0,0,2,26,10,0,189,0,0,218,23,56,54,1,1,1,7525,19,220,10,250,0,0,0,0,0,1,17,1,0,0,0,25,0,19,10,2,0,0,1,1,0,https://www.f5.com/,0
1,1,1,1,0,1,0,1,0,0,0,2,12,115,0,60,0,0,101,32,32,49,0,1,1,6631,0,102,115,609,0,1,0,0,1,0,31,1,0,1,242,41,0,22,10,2,0,0,4,1,0,https://www.mi.com/my/,0
1,0,1,1,0,1,0,0,0,0,0,0,8,6,0,68,0,0,64,6,23,51,1,1,1,2438,4,65,6,195,0,1,0,0,0,0,17,1,0,0,0,37,0,30,14,2,0,0,8,1,0,https://www.paypal.com/my/home,0
1,0,1,1,0,1,0,0,0,0,0,0,31,18,0,219,0,0,198,14,18,31,1,1,1,12519,25,198,18,153,0,1,0,0,0,0,15,1,0,1,5,42,0,29,20,2,0,0,1,1,0,https://m365.cloud.microsoft/,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,22,3,0,0,5,1,0,https://sso.passport.yandex.ru/push?uuid=9a62132e-40aa-45f1-bd52-7b995254aa62&retpath=https%3A%2F%2Fdzen.ru%2F%3Fyredirect%3Dtrue%26is_autologin_ya%3Dtrue,0
1,0,1,1,0,1,0,0,0,0,0,0,80,266,0,494,0,0,398,48,19,53,1,1,1,10587,35,398,266,589,0,1,0,0,0,0,7,1,0,1,93,488,0,28,14,2,0,0,6,1,0,https://www.telekom.de/start,0
1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,28,1,0,0,81,0,1,3,8,0,0,0,0,0,0,4,0,0,0,0,1,0,29,21,1,0,1,1,0,0,http://registrar-servers.com/,0
1,1,1,0,0,1,0,0,0,0,0,1,6,0,0,5,0,0,11,0,5,25,0,0,0,138,4,11,0,49,0,1,1,0,0,1,16,1,0,0,0,19,0,23,14,2,0,0,1,1,0,https://www.tumblr.com/,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,93,0,1,0,194,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,19,11,1,0,0,1,0,0,http://archive.org/,0
1,0,1,1,0,1,0,0,0,0,0,0,1,4,0,14,0,0,24,16,7,28,1,1,1,2098,0,24,4,33,0,1,0,0,1,0,5,1,0,0,0,2,0,17,8,1,0,0,1,1,0,https://pki.goog/,0
1,0,0,1,0,1,0,0,0,1,1,0,0,170,0,52,0,0,122,7,29,43,1,1,0,3550,0,122,170,406,0,1,0,0,0,0,12,1,0,0,18,1,0,19,11,1,0,0,0,1,0,https://discord.com,0
1,1,1,1,1,1,0,0,1,0,0,3,10,18,0,107,0,0,99,16,9,37,0,1,1,3433,9,99,18,128,0,1,1,0,1,0,14,1,0,0,0,60,0,20,11,2,0,0,1,1,0,https://www.nih.gov/,0
1,1,1,1,1,1,0,0,0,0,0,1,9,18,0,149,0,0,155,12,11,46,0,1,1,5204,8,156,18,147,4,1,1,0,1,0,33,1,0,1,16,31,0,21,12,2,0,0,1,1,0,https://www.nist.gov/,0
1,1,1,1,1,1,0,1,1,0,0,5,24,45,46,108,0,0,114,22,12,63,1,1,1,6138,18,114,45,163,0,1,1,0,1,0,15,1,0,0,0,110,0,24,15,2,0,0,1,1,0,https://www.magnite.com/,0
1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,17,17,27,8,1,0,0,233,0,17,3,89,0,1,0,0,0,0,4,1,0,0,0,2,0,23,12,1,0,0,3,1,0,https://applovin.com/en,0
1,0,1,1,0,1,0,0,0,0,1,0,42,125,0,672,0,0,679,234,67,66,1,1,1,21729,0,702,125,2074,56,1,0,0,1,0,23,1,0,1,38,83,0,24,15,2,0,0,1,1,0,https://www.nytimes.com/,0
1,0,0,1,0,1,0,0,0,0,1,0,0,107,0,261,0,0,192,113,13,52,0,1,1,9572,0,193,107,545,0,1,0,0,0,0,22,1,0,0,1,23,0,17,9,1,0,0,0,1,0,https://bunny.net,0
1,0,1,1,0,1,0,0,0,0,0,0,21,15,0,158,0,0,193,4,49,77,1,1,1,11227,14,193,15,550,0,1,0,0,1,0,14,1,0,1,7,117,0,25,16,2,0,0,1,1,0,https://www.kaspersky.my/,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15,6,1,0,0,1,1,0,https://reg.ru/,0
1,1,0,1,1,1,0,1,0,0,0,11,0,38,0,0,0,0,62,19,13,52,1,1,1,2769,0,62,38,234,0,1,1,0,1,1,12,1,0,0,0,7,0,19,10,1,0,0,1,1,0,https://flickr.com/,0
1,0,1,1,0,1,0,0,0,0,1,0,7,67,0,221,0,0,312,43,5,66,1,1,1,9876,5,312,67,679,0,1,0,0,0,0,20,1,0,1,0,485,0,24,15,2,0,0,1,1,0,https://www.shopify.com/,0
1,1,1,1,1,1,0,0,0,0,0,3,1,24,0,115,0,0,134,16,23,54,1,0,1,5944,1,138,24,168,0,1,1,0,1,1,22,1,0,0,0,37,0,21,12,1,0,0,1,1,0,https://pubmatic.com/,0
1,1,1,1,0,1,0,0,0,0,0,3,4,59,0,138,0,0,131,27,11,64,1,1,1,5361,4,131,59,202,0,1,0,0,1,0,30,1,0,0,0,40,0,24,15,2,0,0,1,1,0,https://www.taboola.com/,0
1,1,1,1,1,1,0,0,1,0,0,137,76,9,0,111,0,0,33,1,53,22,1,1,0,2014,74,33,9,123,0,1,1,0,0,0,18,1,0,0,0,112,0,72,18,2,0,0,46,1,0,https://www.primevideo.com/offers/nonprimehomepage/ref=dv_web_force_root,0
1,0,0,1,0,1,0,0,0,0,0,0,0,46,0,12,0,0,22,70,12,12,1,0,1,6419,0,26,46,261,0,0,0,0,0,0,5,1,0,0,0,30,0,22,13,2,0,0,1,1,0,https://home.miui.com/,0
1,1,1,1,1,1,0,0,0,0,1,19,22,61,0,424,0,0,487,7,12,43,0,1,1,12345,10,488,61,1010,0,1,1,1,0,1,25,1,0,1,158,412,0,24,15,2,0,0,1,1,0,https://edition.cnn.com/,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,21,58,0,0,0,425,0,9,0,13,0,0,0,0,0,0,43,0,0,0,0,0,0,23,14,1,0,0,1,1,0,https://soundcloud.com/,0
1,0,0,1,0,1,0,0,0,1,1,0,0,170,0,52,0,0,122,7,29,43,1,1,0,3550,0,122,170,406,0,1,0,0,0,0,12,1,0,0,18,1,0,20,11,1,0,0,1,1,0,https://discord.com/,0
1,0,1,1,0,1,0,0,0,0,0,0,4,18,0,32,0,0,56,23,28,23,1,1,1,1956,1,57,18,158,0,1,0,0,0,0,8,1,0,1,32,56,0,28,19,2,0,0,1,1,0,https://developer.adobe.com/,0
1,1,1,1,1,1,0,1,0,0,1,3,27,9,36,101,0,0,95,26,4,57,1,1,1,4915,15,95,9,186,0,1,1,0,1,1,19,1,0,1,58,50,0,24,15,2,0,0,1,1,0,https://www.android.com/,0
1,0,1,1,0,1,0,0,0,0,1,0,2,8,0,78,0,0,97,27,4,3,1,1,1,5171,1,98,8,66,6,1,0,0,0,0,18,1,0,0,1,21,0,19,10,2,0,0,1,1,0,https://www.w3.org/,0
1,0,1,0,0,1,0,0,0,0,0,0,2,0,11,28,0,0,26,9,9,25,1,0,1,3392,0,27,0,40,0,1,0,0,1,0,3,1,0,0,0,5,0,44,14,2,0,0,22,1,0,https://www.google.com/ads/adtrafficquality/,0
1,1,1,1,1,1,0,0,1,0,1,11,41,122,0,407,0,0,340,1,19,48,0,1,1,19814,32,340,122,1989,17,1,1,0,0,1,6,1,0,1,714,349,0,41,19,2,0,0,14,1,0,https://www.theguardian.com/international,0
1,0,1,1,0,1,0,0,0,0,0,0,47,176,0,346,0,0,427,84,29,45,1,1,1,4456,0,428,176,972,0,0,0,0,0,0,18,1,0,0,0,216,0,42,18,2,0,0,4,1,0,https://www.salesforce.com/ap/?ir=1&bc=OTH,0
1,1,1,1,1,1,0,0,0,0,0,1,5,32,0,172,0,0,125,16,16,60,1,1,1,4986,1,125,32,163,0,1,1,0,1,0,20,1,0,0,0,83,0,30,21,2,0,0,1,1,0,https://www.indexexchange.com/,0
